customer_tenure_months,customer_age,gender,region,contract_type,payment_method,has_premium_plan,num_products_subscribed,has_online_support,has_loyalty_program,monthly_spend_eur,avg_monthly_data_gb,num_support_calls_last_6m,num_purchases_last_3m,days_since_last_purchase,return_rate_pct,promotion_response_rate,satisfaction_score,nps_score,churned
11,29,Male,Central,Month-to-Month,Credit Card,0,1,0,1,43.72,18.3,3,5,8,2.3,0.207,4.8,5,0
4,50,Female,Central,Month-to-Month,Bank Transfer,1,3,1,0,18.07,3.3,2,2,23,33.3,0.076,5,8,1
7,72,Male,East,Month-to-Month,Credit Card,0,1,1,0,73.68,3.6,4,7,24,4.9,0.336,3.5,6,1
31,21,Female,East,Two Year,Digital Wallet,0,3,1,1,32.57,8,0,4,81,2.7,0.136,5,,0
5,58,Male,North,Month-to-Month,Digital Wallet,0,3,1,0,18.47,3.9,1,2,28,9.3,0.203,4.4,9,0
14,68,Male,West,Month-to-Month,Invoice,1,2,1,1,18.82,4.3,1,6,2,3,0.447,4.1,2,0
32,52,Female,North,Two Year,Digital Wallet,1,2,1,1,37.84,6,2,4,28,26.6,0.149,5,,1
8,27,Female,West,Two Year,Digital Wallet,0,4,0,0,,3.6,1,2,12,4.2,0.264,4.2,4,0
18,51,Female,South,One Year,Bank Transfer,1,1,0,0,103.23,0.2,1,3,23,0.3,0.359,1.4,4,0
35,76,Female,Central,One Year,Invoice,0,5,0,0,11.12,10.7,2,7,50,15.7,0.258,4,3,0
13,52,Male,West,One Year,Invoice,0,1,1,1,86.55,20.8,0,4,5,19.8,0.502,4.2,7,0
11,75,Male,Central,Month-to-Month,Digital Wallet,0,3,1,1,43.16,13.1,1,2,18,3,0.199,3.3,7,1
24,36,Male,West,One Year,Credit Card,0,1,1,0,67.19,24.4,2,1,17,0.5,0.363,3.2,4,0
23,57,Male,North,Two Year,Invoice,1,2,1,0,13.69,1.1,3,1,35,5,0.388,3.9,8,0
11,29,Female,Central,Month-to-Month,Bank Transfer,1,4,1,1,28.49,14.3,0,3,6,0.1,0.349,4.1,6,0
17,44,Male,East,Month-to-Month,Invoice,1,4,1,1,47.25,13.4,1,1,16,9.1,0.213,5,10,0
7,63,Female,Central,One Year,Credit Card,0,1,1,0,25.8,7.6,0,2,36,3.1,0.304,4.1,10,0
37,54,Female,Central,One Year,Digital Wallet,1,4,0,0,26.85,9.1,3,5,4,16.5,0.246,4,3,0
28,71,Male,Central,Two Year,Invoice,0,3,1,0,109.21,19.6,0,2,13,1,0.68,3.4,6,0
26,39,Female,East,Month-to-Month,Credit Card,1,1,0,1,63.95,5.4,3,4,,1.7,0.243,3.5,5,1
9,18,Female,West,Month-to-Month,Credit Card,0,3,0,1,11.86,22.9,0,5,2,2.3,0.163,2.3,6,0
27,76,Male,North,Month-to-Month,Digital Wallet,1,1,1,1,15.76,2.1,3,4,6,10.7,0.356,2.8,6,0
14,51,Male,East,Month-to-Month,Invoice,0,2,0,1,42.71,17.8,0,2,5,1.3,0.166,2.5,2,0
20,49,Female,North,Month-to-Month,Invoice,0,5,0,0,,35.2,1,1,9,14.4,0.323,2.3,10,0
16,39,Female,North,Two Year,Bank Transfer,0,3,1,1,85.25,20.4,2,6,0,2.4,0.255,1,5,0
31,36,Female,East,Month-to-Month,Bank Transfer,0,1,1,0,46.43,18.7,1,4,9,3.7,0.246,3.6,10,0
48,38,Female,West,Month-to-Month,Credit Card,0,3,1,1,19.45,11.5,2,6,89,5.7,0.056,3.4,4,0
20,59,Male,North,Month-to-Month,Digital Wallet,1,2,1,0,37.59,0.5,2,5,35,6.9,0.287,3.6,6,0
20,64,Female,South,Month-to-Month,Credit Card,0,3,1,0,123.26,11.1,2,1,17,0.2,0.172,4,7,1
3,68,Female,West,One Year,Bank Transfer,0,3,1,0,10.55,12,3,4,12,2.7,0.072,3.9,5,0
31,35,Male,South,Month-to-Month,Digital Wallet,0,2,0,0,28.48,6.2,3,2,67,5.9,0.109,5,3,0
38,66,Female,West,Month-to-Month,Bank Transfer,1,2,0,1,38.29,0.9,0,2,11,1.2,0.28,4.9,5,0
20,24,Male,Central,Month-to-Month,Invoice,0,2,1,1,,6.1,2,4,,6.5,0.155,4,,1
26,64,Male,East,One Year,Credit Card,1,1,0,0,46.67,10.5,0,3,36,6.1,0.141,4.5,9,0
4,54,Female,North,Month-to-Month,Bank Transfer,1,3,0,0,92.08,10.9,0,3,51,1.4,0.215,4.3,4,1
66,19,Male,Central,One Year,Digital Wallet,0,1,0,0,11.03,4.3,2,6,2,14.3,0.303,4.5,7,0
18,34,Male,North,Month-to-Month,Bank Transfer,0,5,1,0,31.15,20.7,0,4,,3,0.481,3.5,7,0
26,41,Male,West,Month-to-Month,Invoice,1,1,1,0,30.67,16.8,1,4,7,2.5,0.073,5,4,0
5,36,Male,West,One Year,Bank Transfer,0,3,0,1,21.65,2.7,1,3,9,12.4,0.334,4.2,5,0
10,49,Female,West,Two Year,Invoice,1,2,1,0,44,1.9,1,1,3,6,0.307,2.8,,0
12,53,Female,South,Month-to-Month,Credit Card,1,1,1,0,25.73,1.7,1,3,24,9.8,0.174,3.7,2,0
54,64,Female,East,Two Year,Credit Card,1,2,0,0,38.2,5.6,0,8,3,0.1,0.421,3.1,5,0
3,74,Male,East,Month-to-Month,Credit Card,0,4,1,1,52,6.6,1,2,53,7.5,0.411,3,5,1
17,77,Female,East,One Year,Bank Transfer,1,3,0,1,45.29,4.7,0,6,32,0,0.645,4.7,4,0
10,42,Male,Central,Month-to-Month,Credit Card,1,3,0,1,13.36,39.4,1,3,6,10.1,0.212,3.9,6,0
16,78,Female,Central,Month-to-Month,Credit Card,0,1,0,0,35.73,2.2,1,3,47,13.8,0.47,3.5,7,1
104,52,Female,West,Month-to-Month,Bank Transfer,1,3,1,0,28.98,2.5,1,4,20,0.1,0.373,3.4,0,0
58,32,Male,Central,Two Year,Credit Card,0,2,0,1,124.88,13.3,0,5,,16.4,0.467,5,3,0
25,55,Female,Central,Two Year,Bank Transfer,0,1,1,1,52.24,24.8,0,1,22,11.9,0.246,2.5,2,0
4,68,Male,West,Month-to-Month,Digital Wallet,1,4,1,1,37.01,1.8,1,5,,3.3,0.546,,3,0
41,56,Male,North,One Year,Invoice,1,2,1,0,39.72,2.4,1,5,48,1,0.31,2.9,9,0
13,21,Male,North,One Year,Credit Card,1,2,1,1,17.8,7.2,0,8,12,10,0.306,3.5,8,0
46,40,Female,Central,Month-to-Month,Bank Transfer,1,3,0,0,35.35,9.6,1,2,13,1.7,0.368,3.7,5,0
50,66,Female,North,Month-to-Month,Digital Wallet,1,2,0,1,28.52,21,1,6,27,12.4,0.304,3.7,0,0
23,58,Female,North,Month-to-Month,Digital Wallet,0,2,0,1,,7.4,6,3,99,0.3,0.296,4.5,7,1
8,45,Female,South,One Year,Digital Wallet,0,1,1,1,33.31,3.4,0,6,107,5,0.374,4,,1
1,42,Male,South,Month-to-Month,Digital Wallet,0,4,0,0,201.41,2.8,3,2,14,0,0.295,4.7,3,0
22,35,Female,Central,Month-to-Month,Bank Transfer,1,4,0,1,25.97,5.6,0,3,0,3.1,0.121,5,4,0
20,44,Male,South,Two Year,Digital Wallet,0,2,0,1,,38.5,2,5,3,1,0.359,4.7,2,0
31,39,Female,East,One Year,Bank Transfer,0,4,1,1,22.36,10.7,2,3,22,11.4,0.178,2.9,4,0
8,27,Female,Central,Month-to-Month,Digital Wallet,1,4,0,0,16.2,1.5,0,4,16,0.3,0.05,4.6,5,1
17,49,Male,North,Two Year,Digital Wallet,1,5,1,0,43.8,6.8,1,5,28,1.6,0.104,3.4,9,0
13,24,Female,East,One Year,Bank Transfer,1,3,0,0,31.85,10.8,1,4,66,2.3,0.123,2.2,5,0
58,40,Female,North,Month-to-Month,Credit Card,0,2,1,1,26.12,40.4,1,3,12,16,0.652,2.4,6,0
6,43,Male,West,Month-to-Month,Digital Wallet,1,2,0,0,29.4,6.9,2,3,4,1.5,0.325,3.9,7,1
32,57,Male,Central,Month-to-Month,Bank Transfer,0,1,1,0,30.89,44.3,0,2,18,6.1,0.251,3.4,5,0
16,23,Male,Central,Month-to-Month,Credit Card,1,1,1,0,96.36,5.2,2,3,24,12.9,0.133,4.6,6,1
77,78,Male,West,Month-to-Month,Invoice,0,3,0,1,19.06,1.5,1,6,17,0.3,0.151,4.9,0,0
11,48,Male,Central,One Year,Digital Wallet,0,3,1,0,27.09,27.9,1,2,7,2.1,0.469,4.5,4,0
6,18,Male,West,Two Year,Digital Wallet,1,3,0,0,40.24,6.4,1,4,20,1.9,0.504,2.2,4,1
6,26,Female,Central,Month-to-Month,Credit Card,1,3,1,0,50.58,7.8,4,2,25,7.1,0.127,4.6,5,1
25,58,Female,North,Month-to-Month,Digital Wallet,0,2,0,1,33,18.4,1,5,16,12,0.485,3.5,9,0
3,38,Male,Central,Month-to-Month,Digital Wallet,1,2,0,1,27.9,13.9,1,5,17,1.1,0.237,4.2,3,1
3,29,Female,North,Month-to-Month,Digital Wallet,0,1,0,0,25.55,5.4,3,3,22,14.9,0.016,,8,1
15,70,Female,North,Month-to-Month,Credit Card,1,4,0,0,34.02,16.6,0,4,29,6.8,0.065,4,4,0
69,51,Female,East,Month-to-Month,Credit Card,0,1,0,1,16.15,8.6,1,3,17,0.6,0.409,4.1,2,0
3,57,Male,East,Month-to-Month,Invoice,1,3,0,0,75.34,11,1,6,40,17,0.195,3.8,5,1
1,73,Male,West,One Year,Credit Card,0,1,1,0,12.1,12.4,3,0,6,8.5,0.317,4.5,,0
6,19,Female,East,Two Year,Credit Card,0,2,1,0,23.02,28.9,2,5,84,3.4,0.584,3.9,10,0
17,79,Female,North,Month-to-Month,Invoice,1,1,1,1,49.8,4.8,0,1,7,3.9,0.071,4.5,3,1
3,74,Female,West,Two Year,Invoice,1,2,1,1,18.11,2.8,1,4,6,5.7,0.104,3.7,5,0
20,34,Female,South,One Year,Bank Transfer,1,1,1,1,9.61,4.4,1,4,,8.3,0.332,5,7,0
58,67,Female,West,Month-to-Month,Invoice,0,2,0,1,64.49,5.9,3,4,12,1,0.11,3.2,8,0
1,68,Male,Central,Month-to-Month,Invoice,0,2,1,1,,0.3,1,5,29,12.6,0.039,2.4,8,1
7,25,Male,South,Two Year,Digital Wallet,1,2,1,1,41.37,7.1,2,2,,0.6,0.135,4.9,,0
17,39,Male,North,Month-to-Month,Bank Transfer,0,3,0,0,16.95,2.1,1,3,23,21,0.282,3.3,,1
15,78,Male,North,One Year,Digital Wallet,1,3,1,1,32.38,0.1,2,1,17,5.8,0.445,4.2,4,0
18,69,Female,South,One Year,Credit Card,0,3,1,0,63.52,33.1,0,8,0,14,0.316,3.2,6,0
14,23,Male,South,Month-to-Month,Bank Transfer,0,3,1,0,75.72,26.7,2,5,6,8.2,0.086,4.2,4,0
43,53,Female,East,One Year,Bank Transfer,0,1,1,0,46.3,13.7,2,3,6,15.4,0.461,2.6,6,0
52,49,Female,East,Month-to-Month,Invoice,0,4,1,1,63.04,1,0,2,3,8.4,0.16,2.8,5,0
8,78,Male,South,Month-to-Month,Digital Wallet,0,3,1,1,50.24,22.3,0,1,39,0.5,0.225,2.8,8,0
120,29,Female,West,One Year,Credit Card,1,2,1,1,40.93,4.2,0,3,52,14.8,0.057,2.9,5,0
24,32,Female,West,One Year,Digital Wallet,0,2,0,1,77.8,2.5,0,4,70,1.4,0.257,2.8,4,0
41,54,Female,East,Month-to-Month,Digital Wallet,0,2,0,0,25.06,14.3,0,1,31,2.9,0.151,,6,0
60,49,Male,South,Two Year,Bank Transfer,1,5,1,1,64.87,5.7,0,4,36,16.2,0.349,3.6,9,0
91,69,Male,South,Month-to-Month,Bank Transfer,0,3,1,1,58.57,12.5,1,4,77,5.7,0.101,3.5,4,0
18,55,Male,West,One Year,Credit Card,0,3,0,0,53.87,5.5,0,2,0,7.4,0.448,1.1,5,0
6,55,Female,North,Two Year,Credit Card,0,4,0,0,54.59,1.4,0,5,,3.6,0.14,3.3,4,0
2,33,Male,East,One Year,Credit Card,0,1,0,0,45.88,38.4,0,7,85,0.6,0.113,3.8,7,0
16,76,Female,Central,Month-to-Month,Bank Transfer,0,4,0,0,6.89,10.8,2,3,15,3.7,0.087,2.9,,1
7,63,Female,South,Month-to-Month,Invoice,0,2,0,0,24.25,7.3,0,7,88,0.9,0.203,2,9,1
7,43,Female,Central,Two Year,Credit Card,0,1,1,0,,1.6,0,0,19,4.1,0.196,1.2,6,0
7,49,Male,Central,Month-to-Month,Credit Card,1,2,1,1,29.35,7.2,0,2,43,5.4,0.289,4.4,6,0
19,39,Male,West,Month-to-Month,Credit Card,0,3,1,1,45.98,26.5,2,2,56,6.7,0.292,3.3,7,0
25,41,Female,South,Month-to-Month,Digital Wallet,0,2,1,1,21.75,13.8,1,5,4,6.6,0.093,4.1,4,0
5,66,Female,East,Month-to-Month,Bank Transfer,0,1,0,1,5.91,28,3,2,32,4.2,0.457,4.4,6,1
5,67,Female,West,Month-to-Month,Invoice,1,2,1,1,48.88,26.3,1,2,58,19.4,0.132,4.1,6,1
5,55,Male,Central,One Year,Digital Wallet,1,4,1,0,,12.9,1,3,5,8.5,0.321,4.2,6,0
7,37,Male,Central,Month-to-Month,Bank Transfer,1,1,0,0,19.52,4.6,1,4,2,7.6,0.311,2.8,2,1
23,55,Male,East,Two Year,Bank Transfer,0,2,0,1,61.28,34.5,0,2,47,13.2,0.279,4.4,5,0
30,47,Female,South,Month-to-Month,Credit Card,1,2,1,1,,11.9,1,3,26,3.4,0.199,1.3,1,1
8,31,Male,North,Month-to-Month,Bank Transfer,1,2,1,1,135.03,22.1,0,1,30,1.5,0.406,2,5,1
38,64,Male,Central,Month-to-Month,Credit Card,0,1,1,1,31.29,9.9,1,2,3,29.4,0.129,3.3,5,0
2,55,Male,West,Month-to-Month,Invoice,1,3,1,1,58.35,16.9,0,5,40,5.4,0.35,1.9,4,1
11,56,Female,South,One Year,Digital Wallet,0,2,1,0,23.56,10.3,0,6,12,4.6,0.712,3.4,4,0
23,43,Male,Central,Two Year,Invoice,0,3,1,0,26.31,0.1,0,3,5,0.7,0.173,4.3,3,0
15,46,Male,North,Month-to-Month,Credit Card,0,2,0,1,39.12,2.1,3,4,1,4.2,0.08,4.4,5,0
49,58,Female,South,Two Year,Credit Card,1,1,0,1,18.68,25.9,2,3,6,9.8,0.2,2.8,3,0
32,19,Male,North,Month-to-Month,Invoice,0,1,1,0,53.45,7,1,4,,16.5,0.316,2.6,9,0
31,36,Male,East,Month-to-Month,Invoice,0,4,0,0,17.21,10.7,0,3,30,4.4,0.04,3.4,6,0
21,57,Male,South,One Year,Credit Card,0,1,1,1,,31.5,1,3,16,6.3,0.122,4.6,9,0
3,19,Female,East,Month-to-Month,Bank Transfer,0,4,1,0,93.17,2.6,1,3,123,6.9,0.5,2.8,2,1
46,53,Male,East,Month-to-Month,Bank Transfer,1,3,1,1,63.48,29.2,3,0,2,2.9,0.437,4.1,7,0
6,32,Male,West,One Year,Bank Transfer,0,1,0,1,13.16,9.6,2,2,5,1.4,0.232,3.3,5,0
31,70,Male,West,Month-to-Month,Bank Transfer,1,2,0,1,53.18,2.9,0,2,33,6.1,0.299,2.2,10,1
31,65,Male,South,One Year,Bank Transfer,1,2,0,1,38.28,5.8,1,6,1,0.8,0.237,4.1,5,0
25,40,Female,Central,Two Year,Digital Wallet,0,5,1,1,26.46,13.3,1,3,97,10.9,0.272,2.5,3,0
20,43,Male,South,One Year,Digital Wallet,1,3,0,1,34.99,7.8,0,7,14,1.8,0.304,3.7,4,0
2,19,Female,North,Month-to-Month,Bank Transfer,1,1,1,0,,4.3,0,4,15,0.5,0.669,4.2,0,1
7,64,Male,South,Month-to-Month,Bank Transfer,1,3,0,1,36.02,21.8,1,3,12,0.4,0.329,3.6,1,1
7,68,Male,South,Two Year,Invoice,0,3,1,0,26.34,24.8,0,7,34,4,0.051,4,10,0
1,21,Male,South,Month-to-Month,Credit Card,1,4,1,1,12.93,4.8,2,7,79,2,0.193,3.5,2,1
46,53,Female,North,Month-to-Month,Invoice,0,4,0,0,32.8,38.9,0,3,15,12.1,0.205,3.5,6,0
29,79,Female,Central,Two Year,Digital Wallet,0,2,1,1,25.83,49.5,0,2,14,19.5,0.33,4.6,6,0
4,74,Male,Central,One Year,Digital Wallet,0,5,1,0,31.71,10.4,0,4,22,7.7,0.302,4.1,0,0
11,73,Female,East,Month-to-Month,Credit Card,0,1,1,0,43.93,2,1,6,22,0.9,0.202,3,7,1
6,26,Male,West,Two Year,Digital Wallet,1,3,1,1,29.94,22.1,2,3,7,7.5,0.419,3.7,1,0
3,74,Female,East,Month-to-Month,Invoice,0,1,0,1,80.6,22.5,0,8,2,18.6,0.63,4.3,5,0
12,42,Male,South,Month-to-Month,Invoice,0,2,1,0,4.58,1.9,1,1,33,0.7,0.214,4,7,1
23,56,Female,Central,Month-to-Month,Credit Card,0,1,0,0,27.98,7.5,1,1,4,6.5,0.393,4.8,4,0
22,43,Female,North,One Year,Credit Card,1,2,0,0,25.43,4.1,2,7,3,5.4,0.333,3.6,8,0
24,23,Male,North,Month-to-Month,Credit Card,0,3,0,0,118.06,30.5,1,1,28,7.1,0.58,2.6,6,0
51,45,Male,East,Month-to-Month,Credit Card,1,3,0,1,17.53,4.2,1,3,14,16.3,0.178,2.1,4,0
120,36,Male,Central,Month-to-Month,Invoice,1,1,1,1,32.86,5.8,1,3,37,0.6,0.075,2.6,6,0
20,62,Male,East,Two Year,Credit Card,0,2,1,1,23.79,16.8,1,4,46,1.2,0.432,3.5,2,0
19,77,Male,East,Month-to-Month,Credit Card,1,4,1,1,12.95,23.7,2,2,84,8.4,0.451,2.9,2,1
3,54,Male,Central,Two Year,Invoice,0,1,1,1,68.24,27.7,0,2,4,7.5,0.137,3.9,1,0
2,23,Female,West,Two Year,Digital Wallet,1,2,0,1,92.03,9.3,2,3,5,0.2,0.384,3.8,4,0
21,72,Female,South,Month-to-Month,Invoice,0,3,0,1,37.46,24.1,4,2,7,4.4,0.289,2.7,,1
3,59,Female,North,Month-to-Month,Digital Wallet,0,5,1,0,24.15,43.2,2,1,29,2.6,0.42,3.8,,1
4,61,Female,West,Two Year,Digital Wallet,0,3,1,1,78.87,25.3,2,6,5,3.5,0.253,2.5,6,0
16,53,Male,South,Month-to-Month,Digital Wallet,0,1,0,1,25.56,0.4,1,5,0,1.6,0.367,4.1,6,0
27,55,Female,Central,One Year,Bank Transfer,1,1,0,1,22.69,42.7,2,2,47,2.3,0.642,3.3,2,0
51,56,Female,Central,Month-to-Month,Credit Card,1,3,1,0,21.72,4.9,1,5,86,0.6,0.232,3,2,0
66,52,Female,West,Month-to-Month,Digital Wallet,0,4,1,0,17.79,49.3,1,2,56,5.1,0.08,4,5,0
7,24,Male,North,Two Year,Invoice,1,4,0,0,18.73,17.9,0,6,5,2.5,0.073,4.9,7,0
31,19,Female,East,Two Year,Invoice,1,3,1,0,15.19,16.7,1,2,46,19.6,0.234,5,4,0
10,50,Male,South,Month-to-Month,Digital Wallet,0,2,0,0,25.9,11.6,0,5,,20.1,0.292,5,,1
10,52,Female,West,Month-to-Month,Digital Wallet,0,2,1,0,46.77,1,1,5,31,14.3,0.534,5,2,0
36,46,Female,East,One Year,Digital Wallet,0,2,0,1,9.17,2.7,1,5,98,3.1,0.472,4.3,,0
22,48,Female,West,Month-to-Month,Invoice,0,1,1,0,26.83,19.2,0,1,16,0,0.376,2.5,8,1
28,27,Female,East,Two Year,Bank Transfer,0,2,1,1,61.06,0.2,0,0,41,15.9,0.385,4.9,8,0
12,64,Male,East,One Year,Invoice,1,2,1,0,68.55,27,1,5,5,12.3,0.341,5,7,0
1,43,Male,East,Two Year,Bank Transfer,0,3,1,1,39.47,10.7,1,3,43,6.6,0.351,4.4,3,0
32,35,Female,South,Month-to-Month,Digital Wallet,1,3,1,0,42.27,0.9,0,3,16,5.8,0.144,4,1,0
6,36,Male,South,One Year,Invoice,0,2,1,0,23.12,3.2,0,2,1,1.9,0.244,5,1,0
27,72,Female,West,Month-to-Month,Bank Transfer,0,2,0,1,80.18,2.8,2,6,8,16,0.35,5,8,0
1,71,Male,West,One Year,Digital Wallet,1,3,1,1,17.57,1.3,1,2,87,1.7,0.678,1.9,3,1
38,54,Female,West,Two Year,Invoice,0,4,1,1,26.53,7.6,2,5,0,4.6,0.202,4.5,6,0
1,21,Female,West,One Year,Bank Transfer,0,1,0,1,24.11,5.9,0,6,31,2.8,0.302,3.7,7,0
2,56,Male,Central,One Year,Digital Wallet,1,3,0,1,26.06,17.3,0,6,18,3.1,0.36,,10,0
1,18,Female,South,Two Year,Invoice,0,2,1,1,28.03,19.3,2,4,63,1.2,0.519,3.5,2,0
12,49,Male,West,One Year,Digital Wallet,1,2,1,1,63.25,0.1,2,1,7,4.7,0.353,4.3,7,0
10,75,Male,Central,One Year,Credit Card,0,1,1,0,25.27,23.9,2,2,18,4.3,0.202,3.8,8,0
30,41,Female,West,One Year,Credit Card,1,1,1,1,,1.3,1,2,14,5.7,0.224,5,9,0
17,75,Male,South,One Year,Digital Wallet,1,3,1,1,28.19,16.5,0,4,8,12.3,0.387,2.7,8,0
14,66,Female,South,Month-to-Month,Bank Transfer,0,5,0,1,45.46,20.9,3,4,39,2.6,0.836,3.5,5,1
18,26,Female,Central,Two Year,Credit Card,0,3,0,1,38.78,15.8,1,4,8,0.8,0.387,4.5,3,0
1,36,Female,East,One Year,Invoice,0,1,1,0,79.82,2.5,3,3,47,0.7,0.381,4.2,7,0
6,54,Female,West,Month-to-Month,Credit Card,0,4,0,1,41.86,10.1,0,3,4,15.5,0.453,3.6,10,0
37,75,Male,Central,Two Year,Invoice,0,3,0,0,42.1,7.8,0,4,21,15.4,0.328,,6,0
5,57,Female,West,Month-to-Month,Invoice,1,3,0,1,47.26,1.4,1,3,10,8,0.204,3.5,5,0
3,72,Female,Central,Month-to-Month,Bank Transfer,1,1,1,1,40.29,25.1,2,0,42,11.5,0.389,3.8,4,1
42,36,Female,East,Month-to-Month,Digital Wallet,1,1,0,1,,0.6,1,5,15,5.7,0.183,2.3,8,0
1,20,Male,Central,Month-to-Month,Credit Card,1,1,0,1,37.59,0.7,1,2,22,1.2,0.205,3.2,3,1
23,37,Male,East,Month-to-Month,Bank Transfer,0,3,1,1,65.78,18.3,1,4,48,22.5,0.208,2.9,4,0
22,20,Female,South,One Year,Digital Wallet,0,4,1,0,83.89,6,1,3,38,2.6,0.098,3,1,0
13,33,Female,West,One Year,Digital Wallet,0,3,0,1,88.6,0.5,2,2,31,2.1,0.061,4.7,5,0
7,66,Male,South,Two Year,Credit Card,0,4,0,0,,3.3,0,3,9,3.8,0.276,3.3,1,0
39,21,Male,West,One Year,Bank Transfer,0,2,1,0,58.27,2.4,1,3,19,13.5,0.171,2.5,10,0
89,45,Male,West,Month-to-Month,Credit Card,1,1,0,0,82.6,14.2,0,3,24,2.2,0.047,3.3,4,0
32,76,Female,Central,Month-to-Month,Digital Wallet,0,1,0,0,,4.2,5,1,,0.5,0.503,5,5,0
30,41,Male,South,Two Year,Digital Wallet,0,4,1,1,10.11,13.6,0,3,,1.3,0.285,2.8,5,0
10,28,Female,North,One Year,Digital Wallet,0,2,0,0,40.24,0.2,2,4,46,14.6,0.339,2.3,5,0
28,69,Male,West,One Year,Digital Wallet,0,1,1,1,30.79,21.1,0,2,,0.5,0.424,3.8,4,0
15,73,Female,West,Month-to-Month,Bank Transfer,1,5,1,1,26.98,6.6,2,2,16,2.1,0.217,,9,1
43,72,Female,Central,Two Year,Digital Wallet,1,2,1,0,38.52,21.9,1,3,,2.6,0.205,3.7,8,0
6,34,Female,South,One Year,Digital Wallet,0,1,1,1,22.93,13.4,1,3,7,0.8,0.275,2.5,2,0
14,72,Male,West,Month-to-Month,Digital Wallet,1,1,1,0,21.28,9.5,2,2,9,0.2,0.62,4.7,7,0
10,56,Female,South,One Year,Credit Card,0,2,1,0,27.06,6.3,0,4,3,0.4,0.364,3.5,1,0
19,37,Female,East,One Year,Bank Transfer,0,2,1,0,21,10.2,1,4,54,0.5,0.223,3.5,2,0
3,71,Female,South,Two Year,Digital Wallet,0,4,0,0,27.95,1.6,0,3,2,2.2,0.25,5,3,0
64,20,Male,West,Month-to-Month,Bank Transfer,1,4,0,1,15.7,1.2,0,0,21,3.3,0.238,3.6,6,0
1,64,Male,Central,Month-to-Month,Digital Wallet,0,5,0,0,35.74,9.1,2,5,10,3.8,0.438,4.4,3,1
7,77,Female,North,One Year,Credit Card,1,2,1,0,69.43,1.3,0,2,22,7.7,0.367,4,8,0
3,40,Female,East,Month-to-Month,Credit Card,1,3,0,1,22.97,28.7,0,5,0,17.6,0.14,4.2,5,1
4,23,Female,East,Month-to-Month,Credit Card,0,2,1,0,105.46,3.5,0,3,23,3.1,0.196,3.4,4,0
10,33,Male,North,One Year,Credit Card,0,1,1,0,15.97,2.9,0,4,3,14.4,0.079,4.1,10,0
1,62,Female,South,Two Year,Invoice,0,1,1,1,20.17,2.9,1,3,14,9.6,0.224,3.3,3,0
2,67,Male,North,Two Year,Credit Card,0,1,0,0,12.74,8.5,2,2,27,7.4,0.06,2.9,6,1
35,43,Male,Central,Month-to-Month,Credit Card,1,1,0,1,42.08,3.2,0,0,40,4.1,0.152,2.7,4,1
111,27,Male,Central,Two Year,Credit Card,0,3,1,0,32.57,18,2,2,24,0.9,0.312,1.9,3,0
3,26,Female,West,Month-to-Month,Bank Transfer,1,2,1,1,25.79,27.7,0,2,6,8.8,0.137,2.4,8,0
13,42,Female,South,Month-to-Month,Credit Card,1,3,0,1,47.79,6.3,0,3,5,10.8,0.114,3.9,5,0
25,19,Male,Central,Month-to-Month,Invoice,0,4,0,1,33.15,5.8,2,3,9,9.9,0.599,2.1,5,1
14,50,Female,South,Month-to-Month,Bank Transfer,1,2,0,0,26.53,7.3,2,0,28,37.4,0.142,2.7,3,1
40,63,Male,East,Month-to-Month,Invoice,0,3,0,0,73.91,20.5,1,6,29,6.1,0.501,3.1,5,0
20,61,Female,Central,Month-to-Month,Digital Wallet,0,5,1,1,18.84,35.9,0,3,8,8.5,0.864,4.5,9,0
28,26,Female,West,Two Year,Bank Transfer,0,4,1,1,59.71,2.1,0,5,70,14.3,0.374,3.5,7,0
17,37,Female,Central,Month-to-Month,Credit Card,0,3,0,0,36.11,36.9,2,2,28,4.9,0.135,3.4,4,1
32,42,Female,South,Month-to-Month,Invoice,1,1,0,0,36.4,19.3,1,4,26,16.4,0.462,2.8,5,1
50,78,Male,West,Month-to-Month,Invoice,0,1,0,1,23.71,4.9,2,1,45,4.4,0.718,4.6,3,0
7,73,Male,South,Two Year,Digital Wallet,1,3,1,1,6.64,21.3,3,2,20,43.2,0.229,3.6,6,0
5,34,Female,East,Month-to-Month,Bank Transfer,1,1,0,0,20.17,9.2,0,3,15,10.8,0.015,3.7,6,0
3,52,Female,West,Month-to-Month,Digital Wallet,0,1,0,0,23.73,1.5,3,2,25,3,0.047,4.1,9,0
4,61,Female,North,Two Year,Digital Wallet,0,5,0,1,25.25,46.7,0,6,12,9.2,0.407,5,4,0
10,21,Female,East,Two Year,Bank Transfer,0,1,1,1,48.58,28.1,0,5,4,0.4,0.068,3.5,7,0
29,44,Male,East,Month-to-Month,Bank Transfer,0,1,1,0,36.34,0.1,0,4,59,3.6,0.224,3.3,4,0
53,31,Male,North,Month-to-Month,Invoice,1,1,1,1,23.27,2.3,1,4,21,4.6,0.15,4.4,3,0
16,68,Male,West,Month-to-Month,Bank Transfer,0,3,0,1,39.45,0.8,2,1,0,12.5,0.019,4.4,3,1
2,28,Male,South,Two Year,Credit Card,1,2,0,1,26.53,5.1,1,6,6,11.7,0.204,3.7,6,0
11,75,Female,South,Two Year,Invoice,0,2,1,0,25.21,9.3,1,5,25,10,0.243,3.7,7,0
